,epochs,beta,lr,total_loss,total_loss_te,RCE_mol_loss,RCE_mol_loss_te,RCE_prop_loss,RCE_prop_loss_te,KLD_loss,KLD_loss_te,cond_score,valid,novelty,duplicates,diversity,SA_of_ineterested_cond
0,1,0.02,0.0001,106.14801243373326,,106.0580062866211,,0.0,,4.5003219332013815,,,,,,,
1,1,0.02,0.0001,88.42456424597538,,88.33692608457623,,0.0,,4.381888129494407,,,,,,,
2,1,0.02,0.0001,109.16566702035757,,109.08590111365685,,0.0,,3.9883612119234524,,,,,,,
3,1,0.02,0.0001,94.0952306287042,,93.98795607994343,,0.0,,5.363800377681337,,,,,,,
4,1,0.02,0.0001,70.95504935128348,,70.85950840541295,,0.0,,4.777072143554688,,,,,,,
5,1,0.02,0.0001,77.25521758108428,,77.1545077237216,,0.0,,5.035504514520818,,,,,,,
6,1,0.02,0.0001,53.98367382231213,,53.89678882417225,,0.0,,4.344196296873546,,,,,,,
7,1,0.02,0.0001,108.72916107177734,,108.60122680664062,,0.0,,6.396783542633057,,,,,,,
8,1,0.02,0.0001,54.73547911032652,,54.61449569310897,,0.0,,6.049186315291967,,,,,,,
9,1,0.02,0.0001,55.55640716552735,,55.45316390991211,,0.0,,5.162157011032105,,,,,,,
10,1,0.02,0.0001,122.30609554714627,,122.133299085829,,0.0,,8.639807807074654,,,,,,,
11,1,0.02,0.0001,39.95840209960937,,39.84248657226563,,0.0,,5.795771713256836,,,,,,,
12,1,0.02,0.0001,40.23126345264669,,40.10386626574458,,0.0,,6.369867208052654,,,,,,,
13,1,0.02,0.0001,69.3661368233817,,69.19906071254185,,0.0,,8.353732654026576,,,,,,,
14,1,0.02,0.0001,101.97623291015626,,101.76773834228516,,0.0,,10.424809455871582,,,,,,,
15,1,0.02,0.0001,73.77982858511118,,73.57704632098859,,0.0,,10.13915149982159,,,,,,,
16,1,0.02,0.0001,50.14086390904018,,49.95664847237723,,0.0,,9.21079842703683,,,,,,,
17,1,0.02,0.0001,62.2314242658944,,62.0351352033944,,0.0,,9.814441746678845,,,,,,,
18,1,0.02,0.0001,41.20701826379654,,41.058119753573806,,0.0,,7.444914554027801,,,,,,,
19,1,0.02,0.0001,52.45766749526515,,52.24576453006629,,0.0,,10.595183516993668,,,,,,,
20,1,0.02,0.0001,48.060401916503906,,47.86411454942491,,0.0,,9.814393573337131,,,,,,,
21,1,0.02,0.0001,66.1246337890625,,65.88456330475984,,0.0,,12.003566671300817,,,,,,,
22,1,0.02,0.0001,61.31119646344866,,61.06622314453125,,0.0,,12.248600006103516,,,,,,,
23,1,0.02,0.0001,71.04826990763347,,70.7470334370931,,0.0,,15.061825593312582,,,,,,,
24,1,0.02,0.0001,70.18427149454753,,69.91083526611328,,0.0,,13.671801884969076,,,,,,,
25,1,0.02,0.0001,49.48815441131592,,49.19135093688965,,0.0,,14.840155124664307,,,,,,,
26,1,0.02,0.0001,89.36536768863076,,89.01923089278371,,0.0,,17.306880750154193,,,,,,,
27,1,0.02,0.0001,46.897951013901654,,46.610292322495404,,0.0,,14.382919535917395,,,,,,,
28,1,0.02,0.0001,69.11318842569987,,68.7566146850586,,0.0,,17.828702131907146,,,,,,,
29,1,0.02,0.0001,67.31027348836263,,66.95173263549805,,0.0,,17.926997661590576,,,,,,,
30,1,0.02,0.0001,43.55745188395182,,43.24268341064453,,0.0,,15.7384246190389,,,,,,,
31,1,0.02,0.0001,63.24636713663737,,62.845069885253906,,0.0,,20.064799467722576,,,,,,,
32,1,0.02,0.0001,68.24938548694958,,67.85412181507458,,0.0,,19.763154983520508,,,,,,,
33,1,0.02,0.0001,50.44864196777344,,50.02649434407552,,0.0,,21.107340749104818,,,,,,,
34,1,0.02,0.0001,58.05061340332031,,57.606812110314,,0.0,,22.190047630896935,,,,,,,
35,1,0.02,0.0001,44.0848586138557,,43.64610918830423,,0.0,,21.937501121969785,,,,,,,
36,1,0.02,0.0001,71.53296661376953,,71.0487174987793,,0.0,,24.212437057495116,,,,,,,
37,1,0.02,0.0001,73.8450215657552,,73.255859375,,0.0,,29.458059765043714,,,,,,,
38,1,0.02,0.0001,70.2160180133322,,69.6984571373981,,0.0,,25.878031191618547,,,,,,,
39,1,0.02,0.0001,59.23648523401331,,58.708063196252894,,0.0,,26.421088183367694,,,,,,,
40,1,0.02,0.0001,31.87714432696907,,31.503426376654176,,0.0,,18.685910283302775,,,,,,,
41,1,0.02,0.0001,45.74685472057712,,45.216038365517896,,0.0,,26.540795603106098,,,,,,,
42,1,0.02,0.0001,53.23143717447917,,52.65963846842448,,0.0,,28.589869689941406,,,,,,,
43,1,0.02,0.0001,26.312373125994647,,25.94439697265625,,0.0,,18.398829707392938,,,,,,,
44,1,0.02,0.0001,38.85531146709736,,38.31246087489984,,0.0,,27.142526088616787,,,,,,,
45,1,0.02,0.0001,41.30533479389391,,40.776880364669,,0.0,,26.42270178543894,,,,,,,
46,1,0.02,0.0001,41.12902230927438,,40.61559318773674,,0.0,,25.671460700757574,,,,,,,
47,1,0.02,0.0001,36.10804977416992,,35.559488677978514,,0.0,,27.428043365478516,,,,,,,
48,1,0.02,0.0001,42.835507941968515,,42.30112156723485,,0.0,,26.719283132842094,,,,,,,
49,1,0.02,0.0001,29.26561228434245,,28.8285706837972,,0.0,,21.852098147074383,,,,,,,
50,1,0.02,0.0001,32.08324957953559,,31.58098890516493,,0.0,,25.113052707248265,,,,,,,
51,1,0.02,0.0001,37.05285061106962,,36.419177784639245,,0.0,,31.683636833639707,,,,,,,
52,1,0.02,0.0001,62.0448779296875,,61.31775146484375,,0.0,,36.356300048828125,,,,,,,
53,1,0.02,0.0001,51.112026073314524,,50.43359714084201,,0.0,,33.92141497576678,,,,,,,
54,1,0.02,0.0001,73.01189727783203,,72.09786682128906,,0.0,,45.70155563354492,,,,,,,
55,1,0.02,0.0001,43.261028947501345,,42.4873178416285,,0.0,,38.68558844204607,,,,,,,
56,1,0.02,0.0001,54.272324829101564,,53.43568542480469,,0.0,,41.831952514648435,,,,,,,
57,1,0.02,0.0001,28.601005859375,,28.091439208984376,,0.0,,25.47833221435547,,,,,,,
58,1,0.02,0.0001,42.357415771484376,,41.53055419921875,,0.0,,41.343092346191405,,,,,,,
59,1,0.02,0.0001,44.71295690536499,,43.93176746368408,,0.0,,39.059478759765625,,,,,,,
60,1,0.02,0.0001,30.88574107100324,,30.30420294040587,,0.0,,29.076885688595656,,,,,,,
61,1,0.02,0.0001,37.153763742157906,,36.37141187263258,,0.0,,39.117626768169984,,,,,,,
62,1,0.02,0.0001,29.303022211248223,,28.6998027454723,,0.0,,30.160960110751066,,,,,,,
63,1,0.02,0.0001,35.981561448838974,,35.233579847547745,,0.0,,37.39905802408854,,,,,,,
64,1,0.02,0.0001,39.95254794034091,,39.09324738473603,,0.0,,42.965000036991,,,,,,,
65,1,0.02,0.0001,35.41293290082146,,34.663226408116955,,0.0,,37.485337650074676,,,,,,,
66,1,0.02,0.0001,42.826503630607355,,41.98917167417465,,0.0,,41.866611603767645,,,,,,,
67,1,0.02,0.0001,46.213331495012554,,45.23084477015904,,0.0,,49.12434823172433,,,,,,,
68,1,0.02,0.0001,37.17395243925207,,36.280008652630976,,0.0,,44.69721087287454,,,,,,,
69,1,0.02,0.0001,28.6632196177607,,27.98162841796875,,0.0,,34.07956596042799,,,,,,,
70,1,0.02,0.0001,22.90642309970543,,22.426987945056354,,0.0,,23.971774742251537,,,,,,,
71,1,0.02,0.0001,34.0738779703776,,33.297567123021835,,0.0,,38.8155517578125,,,,,,,
72,1,0.02,0.0001,39.68153427586411,,38.84660986698035,,0.0,,41.74619686242306,,,,,,,
73,1,0.02,0.0001,30.841336627339206,,30.175908998001454,,0.0,,33.27137366006541,,,,,,,
74,1,0.02,0.0001,26.592719700025476,,25.987128548000168,,0.0,,30.27954632302989,,,,,,,
75,1,0.02,0.0001,63.11519589631454,,62.01267275602921,,0.0,,55.12617293648098,,,,,,,
76,1,0.02,0.0001,34.765357725081905,,33.81125025595388,,0.0,,47.70537837859123,,,,,,,
77,1,0.02,0.0001,26.840624237060545,,26.021791076660158,,0.0,,40.94166107177735,,,,,,,
